,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/openlane/designs/adder,adder,RUN_2022.04.11_06.22.39,flow failed,0h0m20s0ms,0h0m17s0ms,71857.40853178174,0.0030337859999999997,35928.70426589087,56.32,495.84,109,0,0,0,0,0,0,-1,0,-1,-1,-1,2868,954,-0.93,-0.97,-1,-1.31,-1.23,-9.52,-10.52,-1,-17.62,-15.86,1927778.0,0.0,28.06,35.81,4.87,4.48,0.0,790,873,790,873,0,0,0,93,0,0,0,0,0,0,0,0,-1,-1,-1,28,16,0,44,448.4304932735426,2.23,1.0,AREA 0,4,50,1,12.88,12.693333333333333,0.9,0.3,sky130_fd_sc_hd,0,0
