,design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/openlane/designs/adder,adder,RUN_2022.04.11_05.56.05,flow failed,0h0m16s0ms,0h0m12s0ms,40717.51094832793,0.0012279729,16287.004379331172,48.13,457.81,20,0,0,0,0,0,0,-1,0,-1,-1,-1,476,196,-0.35,-0.38,-1,-0.6,-0.49,-0.81,-0.95,-1,-2.8,-2.28,347885.0,0.0,11.56,16.15,1.48,0.0,0.0,129,142,129,142,0,0,0,16,0,0,0,0,0,0,0,0,-1,-1,-1,14,4,0,18,671.1409395973154,1.49,1.0,AREA 0,4,40,1,6.286666666666666,6.346666666666668,0.9,0.3,sky130_fd_sc_hd,0,0
